chromosome	position 1	position 2	2.R2	1.R1	2.R1	1.R2	3.R2	3.R1	1.R3
Z	4658	11919				1276			491
Z	137	10686				1031			368
Z	3288	7124				1409			531
Y	10960	11097	407	2231	973	622	979	1586	697
Z	2192	8631				1453			452
Y	3014	18632	101	356	221	155	187	354	164
Y	21235	19865		1717	864	668	993	1655	606
Z	1507	4658				1485			540
Y	16714	15070	377	1633	715	542	830	1571	484
Y	18084	16303	291	1076	450	433	685	1072	395
Z	15618	19043				1205			435
Y	3014	19454	118	396	161	135	279	323	157
Y	7535	15755	392	1551	789	390	874	1416	436
Y	12056	16577	381	1413	748	439	852		445
W	411	6165	269	510		285	542	419	464
Y	13974	19454	409	1676	803	553	889	1269	527
Z	16714	24934				1423			376
X	1507	1781	578	827			1041	1244	1439
Z	15892	24386				1736			564
W	822	2740	409	809		390	723	667	776
W	2192	10823	229	381		253	269	302	373
Z	3288	7261				1304			459
Z	2329	24934				635			209
Z	14111	19180				1561			377
Z	1644	22605				490			144
Y	13152	16577	351	1302	579	387	660		430
Y	1918	3699	333	1159	613	486	629	1106	391
X	6302	10138	942	1094			1411	1786	2034
Y	4795	10823	277	975	539	342	560	939	424
Z	6302	16577				889			329
Y	1507	6028	296	1137	596	449	603	966	379
X	8768	13563	546	678			962	1136	1266
Y	1781	2740	403	1448	759	556	743	1150	532
Z	16577	18632				1283			354
Y	9316	18495	247	934	455	335	477	1066	274
Y	21372	21235	557	1976	1001	803	1355	1755	708
W	7946	8083	505	924		492	689	860	888
Z	19728	21235				1416			399
Y	8083	17810	310	1222	516	426	529	1250	390
X	6713	11645	739	877			1032	1041	1402
Y	4521	19454	187	877	441	291	410	874	288
Y	7946	18769	226	1150	404	548	653	842	331
W	4384	10549	344	579		307	526	557	514
Y	274	6302	327	1188	554	412	711	1075	473
Z	1233	3562				1502			584
X	8220	11371	526	777			838	1133	1055
Z	8220	10549				1663			402
Z	11645	17262				1912			529
W	3014	3562	562	763		436	776	1038	795
Z	8768	13426				1467			432
Y	19454	17536	316	1396	749	492	735	1474	455
Z	1507	8357				1479			472
Y	5480	7124	444	1583	1049	719	881	1695	690
Z	23701	27126				1386			502
X	3973	14248	340	386			702	625	665
Z	7946	14522				1219			394
Y	10686	20139	245	1262	587	448	676	1113	401
Z	15207	20687				1162			414
Y	3151	9453	320	1446	600	457	729	1415	443
Y	7124	7535	655	2501	996	908	1335	2491	995
Y	13563	14796	373	1164	800	724	964	1936	544
Y	13700	18769	397	1408	682	558	727	1393	510
X	6987	13015	676	725			1195	1129	1105
Y	9179	19180	220	777	404	368	531	915	312
Z	11097	13289				1917			566
X	15207	15481	642	795			1037	1275	1754
Z	17810	20002				1259			373
Y	3288	20413	161	690	483	253	402	799	250
Y	21235	14659	333	1702	661	550	672	987	442
Z	18358	20824				1099			406
Y	3836	16166	183	573	275	223	353	655	182
Z	16851	26441				1055			394
Z	18221	23564				1196			331
Y	7535	18906	237	862	344	353	503	727	254
Z	8083	10412				1344			445
Y	274	21646	41	130	116	95	182	377	45
W	3288	4110	626	1183		742	929	924	1018
Y	137	17810	114	417	276	198	162	334	211
Z	5754	18358				1052			354
Z	11919	14385				1757			662
Y	411	7809	304	1760	505	476	668	1169	395
Z	2466	17125				887			330
Z	4384	19591				674			288
W	685	7261	289	568		278	541	520	455
X	2329	3014	707	664			1147	1156	1327
Z	17399	20413				1508			475
Z	1644	4521				1160			491
Z	8631	18221				1192			349
Z	3562	20139				865			283
W	4795	7946	307	886		390	656	571	658
Y	411	7672	324	1268	504	386	768	1343	436
X	137	2192	422	610			780	987	1119
Z	11508	26441				799			231
Z	6576	20002				735			169
X	8631	13837	550	702			1099	1095	1220
Y	4795	14933	246	790	402	290	690	1120	313
Z	18906	21783				1141			322
Y	0	14933		604	233	166	372	642	248
Z	17947	21920				1352			412
X	4521	8905	600	690			1119	1009	1080
Z	8083	16303				1867			442
X	6028	16029	282	394			470	482	644
Z	3973	21509				882			257
Y	10412	21646	291	1139	564	408	601	1032	336
W	3699	6028	571	1227		572	895	1192	1034
Z	5069	18084				837			408
Z	21920	26167				1056			382
Z	548	5754				1073			522
Y	18906	16988	304	1135	622	431	594	1063	357
Y	411	12741	163	807	287	366	381	715	294
Z	16851	22879				1103			330
Z	6302	12878				1132			344
Z	7398	18495				679			227
Z	12741	13700				1587			514
X	1507	12741	311	386			570	557	623
Z	6165	14796				1259			382
Y	13837	14659	381	1263	655	592	1036	1740	485
X	6850	9864	761	685			1155	1355	1284
Y	10549	14659	410	1598	795	452	1050	1345	466
Z	1233	3973				1507			525
W	959	5480	373	576		306	607	606	566
Z	7535	25345				477			195
Z	4932	8494				1373			431
Y	3151	13837	190	779	331	267	444	703	260
Y	13152	20550	265	1067	861	421	651	1073	438
Z	12741	15618				1554			516
Z	21098	22468				1179			395
X	137	9590	286	353			726	523	525
Y	6713	20687	308	1064	513	346	794	1056	353
W	2603	6713	391	829		462	594	670	579
Z	22057	24386				1298			308
Y	6439	7535	567	2054	1205	723	1189	1992	653
X	1370	8220	348	433			654	587	748
Y	7535	10138	447	2046	969	664	1260	1821	644
X	822	10823	475	628			803	800	820
X	0	3699	474	594			946	994	1031
Z	13289	24386				934			269
Z	17673	23564				1182			362
W	4795	6302	519	902		552	841	875	802
Z	16166	24112				1593			564
Z	2329	9453				1194			454
X	8631	9727	769	899			1387	1585	1694
Y	137	20687	38	146	57	45	292	440	55
Y	5891	11508	341	1322	589	506	635	1267	404
X	9590	10138	881	975			1596	1707	1574
Y	13974	18632	408	1425	720	489	680	1064	524
X	7672	9727	711	757			974	1113	1268
Z	959	5617				1260			402
X	16303	16303	608	858				1185	1457
Y	1233	6713	315	1041	715	445	835	1284	413
Z	3014	23016				826			193
Z	2329	2329				2231			662
Z	7398	27263				686			244
Y	3836	11919	260	973	447	491	515	821	457
Z	2877	5206				1726			578
W	1096	6028	237	574		235	390	355	461
Z	20961	24934				1089			382
Y	4521	14933	198	939	349	294	676	1090	220
X	5069	10960	508	911			1332	1153	882
Y	959	13700	184	966	468	330	452	903	271
Z	14385	16851				1252			571
Y	8768	16166	319	1289	690	456	784	1353	398
X	5891	12741	624	673			913	749	992
Y	20824	17536	350	1312	535	454	623	1193	489
X	2877	13563	301	468			637	642	631
Z	959	19043				438			179
Z	4247	9179				1335			482
X	959	15207	282	294			496	490	400
Z	4384	18221				1011			324
Z	14248	20687				1067			422
Z	23290	23838				1601			523
X	7398	14933	605	632			914	1033	990
Y	2466	14933	282	1061	476	290	422	597	276
Z	5891	20961				950			261
Y	3836	13974	297	1100	569	402	709	942	441
Z	16988	25482				1215			479
X	2192	11782	346	443			577	498	727
W	7672	10001	566	1093		579	792	941	851
X	548	12878	395	375			553	578	497
Y	959	10549	179	1054	459	278	558	1011	294
W	3425	6028	490	1013		606	765	868	792
Z	6028	8220				1161			397
Y	6439	14796	365	1351	828	507	622	1230	420
Z	10275	21920				1180			370
Z	8905	11508				1789			599
Y	5617	7124	412	1454	888	618	1070	1494	560
Z	9864	10960				1839			591
Y	1507	10549	259	1337	592	425	507	1055	315
Y	10138	15481	365	1750	822	574	747	1425	471
Z	5480	10138				1618			471
Z	10686	11234				1723			565
Z	7124	8631				1376			513
X	1233	9590	348	559			931	597	695
Y	4247	11371	276	1170	512	341	537	828	401
Z	7672	27263				626			280
Z	822	7809				1421			480
Y	822	11919	178	657	370	296	398	809	252
Y	274	11645	192	584	408	275	530	920	206
Z	8905	18221				1161			449
X	2055	2603	558	681		438	1137	928	1248
Y	7124	14796	374	1358	874	552	797	1157	564
Y	1507	11371	272	1060	513	300	543	842	318
X	5891	14248	599	751			1166	825	1056
Y	2603	6028	420	1370	720	517	730	1173	532
Z	11782	19043				1143			382
Y	3151	21509	163	444	281	244	294	652	188
Y	5617	17810	234	1100	457	323	460	779	293
Y	5891	11234	313	1213	755	463	773	1151	375
X	2055	10549	411	511			748	831	961
Z	11371	19043				1111			394
Z	6987	21372				535			210
Z	19317	21098				1072			364
Y	10412	15207	355	1636	759	491	962	1596	702
Y	6165	20002	260	1132	521	431	529	1040	288
X	5206	13563	416	588			1134	1161	1185
Y	411	13015	157	908	382	305	471	651	306
Z	7398	26441				876			222
Z	2877	24934				544			164
Y	5480	9864	301	1226	611	437	650	1066	478
Z	685	17810				540			210
W	0	2740	383	665		448	566	691	741
Z	6713	24112				752			337
W	8494	8494	490	905		521	858	893	840
Z	7535	16577				1263			429
Y	4247	13015	188	1240	464	423	712	1078	362
Y	411	12878	152	809	320	355	365	538	295
Z	2466	2603				2003			653
Y	411	685	357	1383	645	518	888	1186	506
Z	11782	23564				812			269
W	5480	10549	347	865		384	744	825	687
X	7261	7398	901	878			1506	1909	1779
W	1233	10138	237	369		167	278	367	367
X	3836	16303	166	259				331	379
X	10412	13700	541	682			1240	1167	1413
Z	19180	22605				1043			407
Y	0	7124		1430	672	410	734	1469	389
X	8083	11645	593	591			867	958	1071
Z	9042	27126				426			141
Z	1507	15070				1062			323
Z	13426	17125				1478			467
X	11782	12741	663	953			1204	1164	1912
W	137	822	599	907		461	875	817	806
Z	3836	13700				1313			500
Y	4110	11234	311	1001	538	335	666	997	339
Z	1096	13152				886			323
Y	4110	19043	203	644	354	296	494	830	251
Y	9590	18495	198	928	562	326	532	891	327
Y	4521	13974	271	1338	672	459	667	892	416
Z	12741	25756				730			300
Z	2740	17262				845			292
Z	7809	22742				792			220
Z	2603	14248				972			465
Z	4384	8220				1200			498
Y	10138	15892	376	1650	810	435	774	1090	415
Z	7809	24249				816			271
X	11919	13015	704	713			1596	1277	1607
X	9864	14933	444	661			978	834	1060
X	4110	12467	489	476			969	902	1122
W	8083	10412	450	892		481	811	821	792
Y	2603	17947	127	398	177	153	210	330	128
Z	822	21098				356			122
Y	6165	10549	314	1369	620	478	744	1409	469
X	2466	10686	334	418			769	611	918
Y	6028	18906	237	1082	478	334	508	844	285
Z	1644	24797				550			275
Y	1644	12330	339	1189	462	308	638	725	358
Z	137	18632				513			125
Y	17399	16851	324	1433	589	420	590	1074	440
Z	4795	13015				1321			398
Z	959	23016				903			194
Y	7124	9590	525	2021	944	845	1234	1855	829
Y	12330	19317	245	975	511	374	568	1139	416
Z	13974	19043				1653			587
Z	0	4247				1375			389
Y	6439	20413	228	1286	539	460	878	980	446
Z	14248	21509				1141			361
Y	11097	13152	339	1549	660	485	752	1356	415
X	2740	6028	767	859			1549	1390	1572
X	822	3699	605	742			1002	1090	1099
Y	10138	15070	436	1670	659	747	732	1431	631
Y	17947	17673	312	1382	679	387	652	1164	448
Z	8357	23838				1106			289
Z	19180	19317				1212			363
Y	10001	13426	350	1075	731	424	882	1202	495
Y	1233	17125	126	385	203	163	206	419	128
Z	25345	26989				1410			424
Z	6439	24797				510			200
Z	0	8083				1235			470
X	4384	8220	770	666			970	1035	1594
X	4795	7398	721	861			1314	1204	1386
X	10275	13152	482	668			960	1375	1404
W	5754	10412	305	612		336	586	718	596
Z	5754	17810				970			289
Y	19591	17536	374	1393	641	484	893	1570	460
Z	6439	12741				1140			355
Z	411	5617				1196			403
W	274	5891	298	413		256	409	419	469
X	11508	13152	670	808			1218	1552	1768
W	822	7124	280	578		345	606	465	552
Z	3014	13700				1394			471
Z	5206	9590				1809			580
X	5617	15892	305	333			614	466	812
X	7672	13289	575	585			687	901	1070
X	5754	10412	674	917			1379	1289	1413
Z	12330	17399				1322			462
Z	4932	25208				403			141
Z	3288	18495				930			344
Z	15755	21920				1026			477
Z	1233	8494				1464			534
Z	7946	17810				853			285
W	274	2740	378	809		384	621	779	611
W	6302	10549	424	662		414	565	736	684
Y	12330	21509	292	984	687	461	685	1123	552
Z	8083	11097				1113			460
Y	13563	17262	249	1314	649	410	634	1024	387
Y	4384	9590	293	1107	634	395	720	989	407
Z	9316	13837				1615			537
W	6165	9453	400	674		488	690	848	693
Z	10823	26715				774			198
Z	14796	19728				1388			437
Z	7124	10686				1567			476
Z	8083	13015				1032			446
Z	3973	11508				1420			518
Y	8494	15481	385	1369	618	461	769	1403	420
X	822	15481	184	271			295	319	524
Z	7946	22879				847			224
Z	22194	26852				858			309
Z	4932	19180				968			272
X	12056	14933	587	887			1078	1235	1455
Y	4658	11371	294	1309	416	336	542	989	344
X	2740	9179	534	622			914	876	1042
Z	685	18084				464			197
Z	15207	16303				2301			766
X	4932	13152	474	433			729	812	1059
W	4110	7398	446	787		515	639	770	677
X	8905	8905	694	997		625	1676	1274	1774
Y	7261	20687	295	1444	849	497	626	1236	387
X	2603	6576	559	697			1132	1226	1084
W	1918	9453	231	322		202	410	392	371
Z	12330	22194				865			281
Z	3973	13015				1314			423
Z	5343	6850				1526			398
Y	12056	20139	279	1509	749	501	713	1548	427
Z	6028	19865				876			341
Z	12467	14659				1346			451
X	6439	8905	938	969			1398	1518	1644
Z	18221	20413				1125			354
W	822	9316	193	388		189	332	274	320
Z	3288	13700				1366			471
Z	19591	20002				1155			389
Z	3014	24523				335			131
Z	10001	19865				1157			347
Y	10823	20276	373	1190	622	406	624	1343	474
Y	11508	16851	346	1440	677	462	649	1111	388
X	9179	10823	759	797			1390	1184	1615
W	1644	6165	299	549		338	326	546	478
Z	15618	17810				1469			472
X	1918	2466	578	649			1040	825	1141
Y	11508	12056	468	1929	972	662	1055	1498	607
Z	411	2466				1976			667
X	4521	12467	494	653			1076	1184	1027
Z	10960	21920				1155			371
Z	21098	21372				1409			379
Y	21235	20413	689	2010	907	604	1136	2158	585
Z	2192	21920				443			141
X	1781	5480	616	841			1072	925	1207
Y	7124	9727	546	1714	953	741	1196	1481	568
Y	3288	7124	457	1798	863	608	814	1645	567
Z	19180	23427				967			321
X	9042	13015	507	635			839	968	982
X	822	11508	300	448			678	735	951
Y	9316	13015	420	1290	905	449	1000	1100	390
Y	7672	16851	369	1044	645	352	676	932	356
Y	6028	18632	252	743	423	295	441	810	334
Y	3836	10686	323	1054	534	331	648	886	343
W	8220	8357	485	810		447	740	738	710
Y	21098	15618	397	1543	771	480	1057	1548	469
Z	4795	26167				341			141
Z	5617	13152				1456			538
Y	16166	15618	410	1705	873	615	916	1480	631
W	1370	3425	406	740		356	664	565	637
Z	6165	16303				968			380
Z	3836	13974				1396			424
Z	14796	26989				1112			361
Z	2740	19454				554			202
Z	11371	14385				2091			625
Y	3562	8220	387	1399	755	625	856	1423	549
Z	1233	7261				1226			495
Z	22331	25071				1460			421
Z	7809	25619				501			165
W	2603	5617	414	780		419	554	566	648
X	15070	15618	603	804		477	1356	1321	1394
W	7261	9042	462	792		475	583	646	685
Z	1918	16440				1390			400
Z	8494	25756				692			203
X	137	6713	589	709			832	889	1121
X	8083	16303	260	309				516	760
Z	2192	21783				403			144
Z	13289	17810				1295			472
Z	12741	19180				1088			312
Z	12193	19454				1093			352
Z	9453	18084				1112			433
X	10275	10686	832	981			1279	1437	1917
Z	4795	23564				459			162
Y	4247	9864	365	1353	568	358	552	841	355
Z	8083	22468				662			205
Z	1370	16851				1536			373
Y	137	18906	139	353	257	196	141	361	184
Y	2329	5617	303	1260	541	420	627	1194	408
X	1370	6439	666	719			1128	978	957
Z	12604	15892				1619			568
Z	7124	14111				1089			375
X	4932	14796	448	404			506	587	684
Z	0	14796				941			237
Z	4247	5891				1677			518
Y	9179	13700	308	1417	728	471	925	1060	468
Y	2192	14796	242	868	462	387	551	783	380
Y	13837	20824	342	1192	612	463	677	1281	437
Y	11508	12193	487	1924	916	519	907	1718	567
X	5480	11097	566	704			1234	998	1348
Y	2877	10138	350	1198	652	498	650	1288	388
X	7124	9179	569	895			1089	1200	1317
Y	4521	9453	260	1333	535	463	638	1204	394
Z	7535	24660				885			244
Z	5891	24934				502			165
X	548	13426	188	162			339	304	303
X	548	8357	371	336			565	602	678
Y	2329	10823	293	1499	604	443	658	997	420
Y	13974	18084	326	1333	672	474	715	1254	464
X	1918	11782	361	488			579	651	648
X	1644	15755	143	352			444	476	492
Z	1918	18495				632			200
X	7672	11919	546	792			1332	996	1196
Z	0	21235				271			96
Y	11508	11919	390	1722	1007	640	1126	1777	639
X	10549	13563	634	837			1047	1202	1488
X	7261	14111	417	510			703	834	904
X	1644	11782	386	500			705	638	1120
Z	10001	10823				2062			716
Z	13289	15481				1492			567
Z	6850	9042				1175			415
Y	9042	21509	283	980	535	454	685	1186	316
Z	12056	19454				1129			378
Z	6987	17399				768			328
Y	2329	11371	299	969	618	403	582	1120	440
W	2055	7535	268	747		320	481	506	490
X	10823	14385	632	954			1007	1177	1278
X	13974	15892	677	686			909	1072	921
X	6576	13152	639	643			1310	932	1207
W	2192	7398	306	600		359	565	523	485
Y	2055	21783	53	238	130	80	148	188	84
Y	16988	14933	315	1346	619	537	638	1241	547
Z	10686	11097				1740			649
X	2603	5891	769	925			1186	1519	1498
Z	411	9453				1202			346
X	1370	13015	331	464			513	480	591
Y	7535	8357	585	1956	841	662	1053	1733	767
Y	3288	21783	61	396	120	114	176	224	91
W	5343	10138	481	752		388	646	625	858
Y	10686	11645	461	2072	910	613	915	1601	581
X	0	3288	519	615			793	986	981
Y	2466	18221	100	351	153	143	285	459	149
Y	411	10275	170	900	427	353	553	909	313
Z	822	19043				472			175
Y	20413	14796	407	1651	877	542	664	1108	657
Z	3562	21783				749			345
X	10960	16166	569	685			1130	1014	1226
Z	1370	14385				940			295
Z	8905	9453				1772			513
X	4247	12741	537	541			1100	955	948
X	1096	1370	686	759			1142	1660	1472
X	1781	8357	447	406			734	721	754
X	4247	7398	616	964			1347	1416	1566
Y	1370	5617	293	1126	562	471	611	1119	459
Z	8220	18495				1142			251
W	8220	9590	399	767		544	796	833	646
X	1507	10823	402	610			965	930	1349
X	411	7535	443	552			776	803	928
Y	21783	16303	292	1220	558	396	614	1015	411
X	11645	16166	533	608			1003	1168	1212
X	6576	9179	743	854			1052	1187	1085
Y	21783	14659	271	1115	548	424	621	1122	416
Y	19180	15207	320	1006	705	463	702	1273	373
Y	1233	9590	314	1028	483	370	527	885	336
W	2329	2603	525	817		472	685	784	669
X	11234	11508	1038	1240			1707	1762	1804
Y	137	20139	63	267	99	85	149	675	78
X	7261	13563	457	538			733	852	871
Y	9179	17536	247	979	441	349	434	763	306
Z	13563	19454				1100			437
Z	15755	16029				2197			828
X	8631	9316	737	892			1323	1345	1570
Z	5343	16577				1309			324
W	4384	6713	717	1048		490	1073	1155	818
Y	411	18906	130	516	264	221	153	344	198
X	13289	15344	555	670			882	1013	1002
Z	22605	26715				1083			321
Z	1918	10686				1208			368
W	1918	6302	426	512		329	412	512	673
Y	5754	13700	363	1216	764	422	752	1387	423
W	3151	9590	254	605		251	378	453	575
Z	5480	5617				1809			651
Z	1918	7535				1675			485
X	1644	12330	225	459				510	665
Z	4658	22057				820			308
Y	1781	5206	296	1057	622	365	570	884	390
W	5343	10823	354	811		450	526	670	611
X	11645	14933	614	775			1281	1371	1509
W	2740	7672	295	702		323	545	552	511
Y	1781	11371	285	1112	616	399	701	1070	331
Z	10001	25893				881			259
Z	5343	18358				1093			355
Z	11645	23290				809			294
Y	1096	15755	116	506	234	210	301	520	148
W	4795	10823	374	635		353	495	476	652
Z	9042	20276				909			341
Y	21646	16988	333	1112	603	388	559	997	383
Z	4247	25893				598			164
Z	8905	21098				906			305
Y	0	5206		1295	629	433	704	1238	435
Z	18906	26715				922			319
Z	8905	13015				1488			461
Y	4384	7672	319	1639	710	532	876	1169	459
Z	1781	11645				1226			365
Z	1918	16166				1311			462
X	3699	6302	898	1041			1349	1798	1768
Y	0	0		1595	705	506	944	1477	508
X	9179	13837	650	615			1161	1287	1241
Y	21646	17810	275	1143	535	404	669	1013	405
Z	8768	10960				1743			530
Y	1781	2466	322	1496	596	617	820	1351	561
Z	10001	14796				2119			585
Y	1781	6987	377	1632	900	569	926	1275	605
Y	1918	14933	232	989	431	340	403	718	392
Y	7261	15618	431	1596	770	632	888	1278	480
Z	17262	18358				1633			466
Z	11919	18495				1080			379
Z	13152	22742				1065			362
X	6713	14796	480	722			758	743	1168
Y	5206	11097	320	1422	593	407	869	955	331
X	548	2740	459	617			882	871	1044
Z	18769	22879				1152			333
Z	411	5891				1248			468
Y	1644	8905	301	1175	729	405	647	1262	401
Z	5617	17536				997			405
X	9453	12467	546	686			976	967	1069
Z	19043	20413				1187			361
Y	17399	17399	323	1461	603	414	785	1134	379
Y	8083	20961	232	850	454	286	494	785	282
Y	20413	18632	368	1300	657	506	698	1216	478
Y	13289	18084	307	1264	640	455	711	1272	481
Y	12193	16440	376	1389	823	411	757	1261	495
Y	6439	11234	507	1586	935	591	1036	1436	601
W	2466	7946	290	502		253	434	528	401
Z	16851	25893				883			339
Y	8083	21235	209	1033	535	264	419	648	331
Z	12878	19317				922			336
W	8083	8905	361	712		379	633	615	603
X	3288	14522	304	263		254	501	484	582
X	822	4932	587	706			1083	1130	1216
Z	2055	12467				1410			454
